1,1,0,0,0,0,0
1,2,0,0,0,0,0
1,3,0,0,0,0,0
1,4,0,0,0,0,0
1,5,0,0,0,0,0
1,6,0,0,0,0,0
1,7,0,0,0,0,0
1,8,0,0,0,0,0
1,9,0,0,0,0,0
1,10,0,0,0,0,0
1,11,0,0,0,0,0
1,12,0,0,0,0,0
1,13,0,0,0,0,0
1,14,0,0,0,0,0
1,15,0,0,0,0,0
1,16,0,0,0,0,0
1,17,0,0,0,0,0
1,18,0,0,0,0,0
1,19,0,0,0,0,0
1,20,0,0,0,0,0
125,21,0,0,0,0,0
125,22,0,0,0,0,0
125,23,0,0,0,0,0
125,24,0,0,0,0,0
125,25,0,0,0,0,0
125,26,0,0,0,0,0
125,27,0,0,0,0,0
125,28,0,0,0,0,0
125,29,0,0,0,0,0
125,30,0,0,0,0,0
125,31,0,0,0,0,0
125,32,0,0,0,0,0
125,33,0,0,0,0,0
125,34,0,0,0,0,0
125,35,0,0,0,0,0
125,36,0,0,0,0,0
125,37,0,0,0,0,0
125,38,0,0,0,0,0
125,39,0,0,0,0,0
125,40,0,0,0,0,0
160,41,0,0,0,0,0
160,42,0,0,0,0,0
160,43,0,0,0,0,0
160,44,0,0,0,0,0
160,45,0,0,0,0,0
160,46,0,0,0,0,0
160,47,0,0,0,0,0
160,48,0,0,0,0,0
160,49,0,0,0,0,0
160,50,0,0,0,0,0
160,51,0,0,0,0,0
160,52,0,0,0,0,0
160,53,0,0,0,0,0
160,54,0,0,0,0,0
160,55,0,0,0,0,0
160,56,0,0,0,0,0
160,57,0,0,0,0,0
160,58,0,0,0,0,0
160,59,0,0,0,0,0
160,60,0,0,0,0,0
195,61,0,0,0,0,0
195,62,0,0,0,0,0
195,63,0,0,0,0,0
195,64,0,0,0,0,0
195,65,0,0,0,0,0
195,66,0,0,0,0,0
195,67,0,0,0,0,0
195,68,0,0,0,0,0
195,69,0,0,0,0,0
195,70,0,0,0,0,0
195,71,0,0,0,0,0
195,72,0,0,0,0,0
195,73,0,0,0,0,0
195,74,0,0,0,0,0
195,75,0,0,0,0,0
195,76,0,0,0,0,0
195,77,0,0,0,0,0
195,78,0,0,0,0,0
195,79,0,0,0,0,0
195,80,0,0,0,0,0
223,81,0,0,0,0,0
223,82,0,0,0,0,0
223,83,0,0,0,0,0
223,84,0,0,0,0,0
223,85,0,0,0,0,0
223,86,0,0,0,0,0
223,87,0,0,0,0,0
223,88,0,0,0,0,0
223,89,0,0,0,0,0
223,90,0,0,0,0,0
223,91,0,0,0,0,0
223,92,0,0,0,0,0
223,93,0,0,0,0,0
223,94,0,0,0,0,0
223,95,0,0,0,0,0
223,96,0,0,0,0,0
223,97,0,0,0,0,0
223,98,0,0,0,0,0
